_id,_class,content,contentType,crawlItemId,createdDate,creatorUserId,deleted,description,enableComment,externalImageUrl,lastModifiedDate,link,mediaIds,process,processing,publishDate,rawTitle,sentNotification,status,talentUserId,title,totalComment,totalLove,version,bundleId,commentIds,emotions,mediaCredit,offNotificationUserIds,tags,hiddenUserIds,score,categories,recommendationInfo
61da357b6f6a5b0de74a3592,social.eko.portal.db.entity.News,Paris St Germain will be without Lionel Messi for their Ligue 1 trip to Lyon as he continues his recovery following a positive COVID-19 test. Messi tested,News,61da35140aae2f42a2f0c014,2022-01-09T01:08:11.387Z,60408364d9bd4522e27b55d4,false,Paris St Germain will be without Lionel Messi for their Ligue 1 trip to Lyon as he continues his recovery following a positive COVID-19 test. Messi tested,true,https://www.bordermail.com.au/images/transform/v1/crop/frm/silverstone-feed-data/03051ed6-f111-4c84-8347-6c4d2124d2c2.jpg/r0_74_800_526_w1200_h678_fmax.jpg,2022-01-10T04:09:28.577Z,https://www.bordermail.com.au/story/7574352/messi-to-miss-psg-match-against-lyon/,"[""61da370f0aae2f42a2f0c10a""]",false,false,2022-01-09T01:08:10.372Z,messitomisspsgmatchagainstlyon,true,1,6040b92208dcaa1aef2d6cd1,Messi to miss PSG match against Lyon,0,0,1.0,1dd174c19ca643fe8b252ac329775316,,,,,,"[""61986ead62f3c65272d07add"", ""60af7d67207c142406aa30af""]",,,
61da357b6f6a5b0de74a3591,social.eko.portal.db.entity.News,"Nabil Trabelsi, Gernot Rohr’s assistant has tagged Super Eagles winger, Samuel Chukwueze as Africa’s Lionel Messi. Trabelsi stated this in an interview with Filgoal, where he said that Chukwueze’s possesses the the right quality to take the Super Eagles far in Cameroon.",News,61da35140aae2f42a2f0c012,2022-01-09T01:08:11.365Z,60408364d9bd4522e27b55d4,false,"Nabil Trabelsi, Gernot Rohr’s assistant has tagged Super Eagles winger, Samuel Chukwueze as Africa’s Lionel Messi. Trabelsi stated this in an interview with Filgoal, where he said that Chukwueze’s possesses the the right quality to take the Super Eagles far in Cameroon.",true,https://www.completesports.com/wp-content/uploads/images-63.jpeg,2022-01-09T01:08:11.365Z,https://www.completesports.com/afcon-2021-chukwuezes-africas-lionel-messi-trabelsi/,,false,true,2022-01-09T01:08:08.654Z,afcon2021chukwuezesafricaslionelmessitrabelsi,true,1,6040b92208dcaa1aef2d6cd1,AFCON 2021: Chukwueze’s Africa’s Lionel Messi –Trabelsi,0,0,1.0,32f377f78120416ab78c7155aaf62ab8,,,,,,,,,
61da356f6f6a5b0de74a34dc,social.eko.portal.db.entity.News,FRANCE Runaway league leader Paris Saint-Germain will be without Lionel Messi and several other players who had the coronavirus for the trip to face Lyon.,News,61da35140aae2f42a2f0c013,2022-01-09T01:07:59.081Z,60408364d9bd4522e27b55d4,false,FRANCE Runaway league leader Paris Saint-Germain will be without Lionel Messi and several other players who had the coronavirus for the trip to face Lyon.,true,https://storage.googleapis.com/afs-prod/media/2d0539fbf8724d42af2e90f3943588bf/3000.jpeg,2022-01-09T01:11:34.986Z,https://www.msn.com/en-us/sports/soccer/matchday-psg-without-messi-klopp-back-in-liverpool-dugout/ar-AASzAKW,"[""61da36460aae2f42a2f0c095""]",false,false,2022-01-09T01:07:57.966Z,matchdaypsgwithoutmessikloppbackinliverpooldugout,true,1,6040b92208dcaa1aef2d6cd1,"MATCHDAY: PSG without Messi, Klopp back in Liverpool dugout",0,0,1.0,,,,,,,,,,
61da356e6f6a5b0de74a34d8,social.eko.portal.db.entity.News,"Robert Lewandowski, Lionel Messi, and Mohamed Salah were named on Friday as the three finalists for the Fifa Best Men's Player award, while Ballon d'Or winner Alexia Putellas was nominated for the women's prize.",News,61da35140aae2f42a2f0c015,2022-01-09T01:07:58.820Z,60408364d9bd4522e27b55d4,false,"Robert Lewandowski, Lionel Messi, and Mohamed Salah were named on Friday as the three finalists for the Fifa Best Men's Player award, while Ballon d'Or winner Alexia Putellas was nominated for the women's prize.",true,https://www.jamaicaobserver.com/apps/pbcsi.dll/storyimage/JO/20220108/ARTICLE/301089964/AR/0/AR-301089964.jpg,2022-01-09T01:11:29.833Z,https://www.jamaicaobserver.com/sports/lewandowski-messi-and-salah-finalists-for-fifa-best-award_240894?profile=1504,"[""61da36410aae2f42a2f0c093""]",false,false,2022-01-09T01:07:57.925Z,lewandowskimessiandsalahfinalistsforfifabestaward,true,1,6040b92208dcaa1aef2d6cd1,"Lewandowski, Messi and Salah finalists for Fifa Best award",0,0,1.0,22ad919d3835496585ef9599f8e00dc9,,,,,,,,,
61d792781afbb56982885696,social.eko.portal.db.entity.News,"PSG forward Lionel Messi tests negative for COVID-19, returns to Paris - Seven-times Ballon d'Or winner Lionel Messi missed PSG's 4-0 win away to third-tier club Vannes on Monday in a French Cup round-of-32 match.",News,61d7921d0aae2f42a2f0b39e,2022-01-07T01:08:08.216Z,60408364d9bd4522e27b55d4,false,"PSG forward Lionel Messi tests negative for COVID-19, returns to Paris - Seven-times Ballon d'Or winner Lionel Messi missed PSG's 4-0 win away to third-tier club Vannes on Monday in a French Cup round-of-32 match.",true,https://cdn.dnaindia.com/sites/default/files/styles/half/public/2022/01/06/1013314-lionel-messi.jpg,2022-01-07T01:11:55.080Z,https://www.msn.com/en-in/news/world/psg-forward-lionel-messi-tests-negative-for-covid-19-returns-to-paris/ar-AAStSc1,"[""61d7935b0aae2f42a2f0b6d4""]",false,false,2022-01-07T01:08:08.036Z,psgforwardlionelmessitestsnegativeforcovid19returnstoparis,true,1,6129783bfd0639470a7b0dee,"PSG forward Lionel Messi tests negative for COVID-19, returns to Paris",0,0,1.0,acb5a07d93094087ae75b26a806b3f3b,,,,,,,,,
61d792781afbb56982885693,social.eko.portal.db.entity.News,"PSG forward Lionel Messi tests negative for COVID-19, returns to Paris - Seven-times Ballon d'Or winner Lionel Messi missed PSG's 4-0 win away to third-tier club Vannes on Monday in a French Cup round-of-32 match.",News,61d7921d0aae2f42a2f0b39e,2022-01-07T01:08:08.047Z,60408364d9bd4522e27b55d4,false,"PSG forward Lionel Messi tests negative for COVID-19, returns to Paris - Seven-times Ballon d'Or winner Lionel Messi missed PSG's 4-0 win away to third-tier club Vannes on Monday in a French Cup round-of-32 match.",true,https://cdn.dnaindia.com/sites/default/files/styles/half/public/2022/01/06/1013314-lionel-messi.jpg,2022-01-07T01:11:59.790Z,https://www.msn.com/en-in/news/world/psg-forward-lionel-messi-tests-negative-for-covid-19-returns-to-paris/ar-AAStSc1,"[""61d7935b0aae2f42a2f0b6d4""]",false,false,2022-01-07T01:08:08.036Z,psgforwardlionelmessitestsnegativeforcovid19returnstoparis,true,1,6040b92208dcaa1aef2d6cd1,"PSG forward Lionel Messi tests negative for COVID-19, returns to Paris",0,0,1.0,acb5a07d93094087ae75b26a806b3f3b,,,,,,,,,
61d792761afbb56982885684,social.eko.portal.db.entity.News,"Germain’s Argentinian forward Lionel Messi leaves the pitch after chatting with head coach Mauricio Pochettino during the French L1 football match between Paris-Saint Germain (PSG) and Olympique Lyonnais at The Parc des Princes Stadium in Paris on September 19,",News,61d7921d0aae2f42a2f0b399,2022-01-07T01:08:06.900Z,60408364d9bd4522e27b55d4,false,"Germain’s Argentinian forward Lionel Messi leaves the pitch after chatting with head coach Mauricio Pochettino during the French L1 football match between Paris-Saint Germain (PSG) and Olympique Lyonnais at The Parc des Princes Stadium in Paris on September 19,",true,https://www.101greatgoals.com/wp-content/uploads/2019/07/PREMIER-LEAGUE-BETTEING-TIPS.jpg,2022-01-07T01:11:10.718Z,https://www.101greatgoals.com/news/lionel-messi-covid-update-ahead-of-psgs-clash-with-lyon/,"[""61d4ef8dc75ed5082debc172""]",false,false,2022-01-07T01:08:06.650Z,lionelmessicovidupdateaheadofpsgsclashwithlyon,true,1,6040b92208dcaa1aef2d6cd1,Lionel Messi Covid update ahead of PSG’s clash with Lyon,0,0,1.0,1dd174c19ca643fe8b252ac329775316,,,,,,,,,
61d792741afbb5698288566c,social.eko.portal.db.entity.News,Get latest Lionel Messi Paris news updates & stories. Explore Lionel Messi Paris photos and videos on India.com,News,61d7921d0aae2f42a2f0b39b,2022-01-07T01:08:04.852Z,60408364d9bd4522e27b55d4,false,Get latest Lionel Messi Paris news updates & stories. Explore Lionel Messi Paris photos and videos on India.com,true,https://s3.india.com/wp-content/uploads/2022/01/pjimage-64-320x180.jpg,2022-01-07T01:08:04.852Z,https://www.india.com/topic/lionel-messi-paris/,,false,true,2022-01-07T01:08:04.266Z,lionelmessiparis,true,1,6040b92208dcaa1aef2d6cd1,lionel messi paris,0,0,1.0,,,,,,,,,,
61d792741afbb56982885664,social.eko.portal.db.entity.News,Argentina international Lionel Messi joined PSG from boyhood club Barcelona in August and has scored six goals in 16 games in all competitions for the Parisian side.,News,61d7921d0aae2f42a2f0b39c,2022-01-07T01:08:04.360Z,60408364d9bd4522e27b55d4,false,Argentina international Lionel Messi joined PSG from boyhood club Barcelona in August and has scored six goals in 16 games in all competitions for the Parisian side.,true,https://english.cdn.zeenews.com/sites/default/files/2022/01/06/1002815-messicovid.jpg,2022-01-07T01:08:04.360Z,https://www.msn.com/en-in/sports/other/lionel-messi-returns-to-paris-after-negative-covid-19-test-to-join-psg/ar-AAStJco,,false,true,2022-01-07T01:08:02.331Z,lionelmessireturnstoparisafternegativecovid19testtojoinpsg,true,1,6040b92208dcaa1aef2d6cd1,Lionel Messi returns to Paris after negative COVID-19 test to join PSG,0,0,1.0,acb5a07d93094087ae75b26a806b3f3b,,,,,,,,,
61d792731afbb5698288565a,social.eko.portal.db.entity.News,Messi was among the four PSG players who returned positive results on Sunday. The 34-year-old had been in Argentina at the time of his result.,News,61d7921d0aae2f42a2f0b39d,2022-01-07T01:08:03.738Z,60408364d9bd4522e27b55d4,false,Messi was among the four PSG players who returned positive results on Sunday. The 34-year-old had been in Argentina at the time of his result.,true,https://images.hindustantimes.com/img/2022/01/06/1600x900/SOCCER-FRANCE-LOR-PSG-REPORT-6_1641438478888_1641438523603.JPG,2022-01-07T01:09:33.944Z,https://www.hindustantimes.com/sports/football/lionel-messi-returns-to-paris-after-negative-covid-test-101641437772157.html,"[""61d792cd0aae2f42a2f0b4e0""]",false,false,2022-01-07T01:08:02.497Z,lionelmessireturnstoparisafternegativecovidtest,true,1,6040b92208dcaa1aef2d6cd1,Lionel Messi returns to Paris after negative Covid test,0,0,1.0,acb5a07d93094087ae75b26a806b3f3b,,,,,,,,,
61d792721afbb56982885647,social.eko.portal.db.entity.News,"Lionel Messi has tested negative for COVID-19 and already returned to Paris and will be back in training with the team in the coming days, Paris Saint-Germain confirmed on Wednesday. The seven-time Ballon d'Or winner was contaminated by the virus last week in Argentina,",News,61d7921d0aae2f42a2f0b39f,2022-01-07T01:08:02.382Z,60408364d9bd4522e27b55d4,false,"Lionel Messi has tested negative for COVID-19 and already returned to Paris and will be back in training with the team in the coming days, Paris Saint-Germain confirmed on Wednesday. The seven-time Ballon d'Or winner was contaminated by the virus last week in Argentina,",true,http://images.china.cn/site1007/2022-01/06/01d70ce2-f342-4521-8665-20de798ed59d.jpg,2022-01-07T01:09:59.738Z,http://www.china.org.cn/sports/2022-01/06/content_77972808.htm,"[""61d792e70aae2f42a2f0b542""]",false,false,2022-01-07T01:07:59.699Z,messireturnstopsgafternegativecovid19test,true,1,6040b92208dcaa1aef2d6cd1,Messi returns to PSG after negative COVID-19 test,0,0,1.0,acb5a07d93094087ae75b26a806b3f3b,,,,,,,,,
61d792721afbb56982885645,social.eko.portal.db.entity.News,"PARIS - Lionel Messi has tested negative for COVID-19 and already returned to Paris and will be back in training with the team in the coming days, Paris Saint-Germain confirmed on Wednesday. The seven-time Ballon d'Or winner was contaminated by the virus last week in Argentina,",News,61d7921d0aae2f42a2f0b3a0,2022-01-07T01:08:02.338Z,60408364d9bd4522e27b55d4,false,"PARIS - Lionel Messi has tested negative for COVID-19 and already returned to Paris and will be back in training with the team in the coming days, Paris Saint-Germain confirmed on Wednesday. The seven-time Ballon d'Or winner was contaminated by the virus last week in Argentina,",true,http://img2.chinadaily.com.cn/images/202201/06/61d65186a310cdd3d8254d2f.jpeg,2022-01-07T01:09:05.170Z,http://www.chinadaily.com.cn/a/202201/06/WS61d6491ea310cdd39bc7f69e.html,"[""61d792b10aae2f42a2f0b472""]",false,false,2022-01-07T01:08:02.331Z,messitestsnegativeforcovid19alreadybackinparis,true,1,6040b92208dcaa1aef2d6cd1,"Messi tests negative for COVID-19, already back in Paris",0,0,1.0,acb5a07d93094087ae75b26a806b3f3b,,,,,,,,,
61d641081afbb56982885467,social.eko.portal.db.entity.News,Liverpool's Mohamed Salah and Trent Alexander-Arnold have been named in L'Equipe's world team of the year but there was no place for Lionel Messi,News,61d6409d0aae2f42a2f0ab80,2022-01-06T01:08:24.667Z,60408364d9bd4522e27b55d4,false,Liverpool's Mohamed Salah and Trent Alexander-Arnold have been named in L'Equipe's world team of the year but there was no place for Lionel Messi,true,https://i2-prod.liverpoolecho.co.uk/incoming/article22647548.ece/ALTERNATES/s1200/1_GettyImages-1334143575.jpg,2022-01-10T04:12:50.693Z,https://www.msn.com/en-gb/news/newsliverpool/two-liverpool-players-named-in-lequipe-team-of-year-as-lionel-messi-overlooked/ar-AASsFCK,"[""61d6423a0aae2f42a2f0afb6""]",false,false,2022-01-06T01:08:23.324Z,twoliverpoolplayersnamedinlequipeteamofyearaslionelmessioverlooked,true,1,6040b92208dcaa1aef2d6cd1,Two Liverpool players named in L'Equipe team of year as Lionel Messi overlooked,0,0,1.0,32f377f78120416ab78c7155aaf62ab8,,,,,,"[""61986ead62f3c65272d07add""]",,,
61d641061afbb5698288544b,social.eko.portal.db.entity.News,"Messi, 34, won Copa America with his country last summer, as well as leading Barcelona to victory in the Copa del Rey before leaving for the French capital before the start of the new campaign.",News,61d63f4b0aae2f42a2f0aa84,2022-01-06T01:08:22.243Z,60408364d9bd4522e27b55d4,false,"Messi, 34, won Copa America with his country last summer, as well as leading Barcelona to victory in the Copa del Rey before leaving for the French capital before the start of the new campaign.",true,https://i.dailymail.co.uk/1s/2022/01/05/14/52575345-10371545-image-a-46_1641392006446.jpg,2022-01-06T01:12:29.948Z,https://www.msn.com/en-gb/sports/football/messi-and-ronaldo-are-snubbed-in-lequipes-team-of-2021/ar-AASsI6V,"[""61d641fd0aae2f42a2f0aeda""]",false,false,2022-01-06T01:08:19.835Z,lionelmessiandcristianoronaldoaresnubbedinlequipesteamof2021,true,1,6040b92208dcaa1aef2d6cd0,Lionel Messi AND Cristiano Ronaldo are snubbed in L'Equipe's Team of 2021,0,0,1.0,32f377f78120416ab78c7155aaf62ab8,,,,,,,,,
61d641051afbb56982885448,social.eko.portal.db.entity.News,"Messi, 34, won Copa America with his country last summer, as well as leading Barcelona to victory in the Copa del Rey before leaving for the French capital before the start of the new campaign.",News,61d63f4b0aae2f42a2f0aa84,2022-01-06T01:08:21.960Z,60408364d9bd4522e27b55d4,false,"Messi, 34, won Copa America with his country last summer, as well as leading Barcelona to victory in the Copa del Rey before leaving for the French capital before the start of the new campaign.",true,https://i.dailymail.co.uk/1s/2022/01/05/14/52575345-10371545-image-a-46_1641392006446.jpg,2022-01-06T01:12:29.558Z,https://www.msn.com/en-gb/sports/football/messi-and-ronaldo-are-snubbed-in-lequipes-team-of-2021/ar-AASsI6V,"[""61d641fd0aae2f42a2f0aed9""]",false,false,2022-01-06T01:08:19.835Z,lionelmessiandcristianoronaldoaresnubbedinlequipesteamof2021,true,1,6040b92208dcaa1aef2d6cd1,Lionel Messi AND Cristiano Ronaldo are snubbed in L'Equipe's Team of 2021,0,0,1.0,32f377f78120416ab78c7155aaf62ab8,,,,,,,,,
61d640ff1afbb5698288540d,social.eko.portal.db.entity.News,"Paris Saint-Germain (PSG) superstar Lionel Messi left Argentina for France on Wednesday morning after testing negative for COVID, according to Argentine outlet El Litoral.",News,61d6409d0aae2f42a2f0ab7e,2022-01-06T01:08:15.900Z,60408364d9bd4522e27b55d4,false,"Paris Saint-Germain (PSG) superstar Lionel Messi left Argentina for France on Wednesday morning after testing negative for COVID, according to Argentine outlet El Litoral.",true,https://staticg.sportskeeda.com/editor/2022/01/b0376-16413896951845-1920.jpg,2022-01-06T01:10:50.818Z,https://www.sportskeeda.com/football/rumor-lionel-messi-return-psg-training-thursday-testing-negative-covid-19-reports,"[""61d6419a0aae2f42a2f0ad8d""]",false,false,2022-01-06T01:08:15.893Z,lionelmessicouldreturntopsgtrainingonthursdayaftertestingnegativeforcovid19reports,true,1,6040b92208dcaa1aef2d6cd1,Lionel Messi could return to PSG training on Thursday after testing negative for COVID-19: Reports,0,0,1.0,acb5a07d93094087ae75b26a806b3f3b,,,,,,,,,
